Start_date,End_date,gridload_,Gridload_hydrops,Hydropumpedstorage_,Residualload_,Biomass_,Hydropower_,Wind_offshore_,Wind_onshore_,Photovoltaics_,Other_renewable_,Nuclear_,Lignite_,Hard_coal_,Fossil_gas_,Hydro_pumped_storage_,Other_conventional_
5-Dec-21,6-Dec-21,1316979,1358408,41430,977327,108994,30657,132234,180571,26848,4751,184454,318136,168789,180109,19523,38084
6-Dec-21,7-Dec-21,1587353,1618745,31393,1279077,108662,31246,130370,155321,22586,5148,184830,352359,243130,260596,31009,40614
7-Dec-21,8-Dec-21,1641603,1675864,34261,1121132,108789,30082,115197,378381,26893,5001,182550,347819,243558,239876,27528,39444
8-Dec-21,9-Dec-21,1656863,1689879,33016,1073103,108466,28738,141834,428552,13375,4945,178916,335473,209770,207186,22462,38547
9-Dec-21,10-Dec-21,1603687,1633872,30185,1366457,109214,34332,86956,139264,11010,5233,187476,375719,280497,284007,35527,41198
10-Dec-21,11-Dec-21,1572196,1600661,28466,1367387,110321,31502,52769,131992,20049,5266,184360,352949,263878,269135,32072,40038
11-Dec-21,12-Dec-21,1381204,1405887,24683,1182113,109820,28211,46770,135029,17292,5242,188452,313482,240196,234836,17403,37939
12-Dec-21,13-Dec-21,1320861,1370161,49301,847381,108612,26588,86135,371690,15655,4863,185253,302320,168254,135195,17761,36525
13-Dec-21,14-Dec-21,1538602,1567001,28399,1224260,109696,30277,106510,193028,14804,5072,184367,314396,253020,238400,35737,40651
14-Dec-21,15-Dec-21,1570856,1607902,37046,1308096,108787,37649,64262,184729,13770,5046,187069,326302,264469,251473,38187,39087
15-Dec-21,16-Dec-21,1581543,1618451,36909,1167045,108439,33449,125419,276259,12820,5204,184934,304414,231705,247877,25501,35993
16-Dec-21,17-Dec-21,1559576,1595734,36158,1327814,109917,32154,34337,179912,17513,5120,187997,312172,250072,270344,27324,38076
17-Dec-21,18-Dec-21,1511703,1535317,23615,1321924,110556,29185,33095,134094,22589,5113,185796,337149,228966,270034,29501,39274
18-Dec-21,19-Dec-21,1371053,1389929,18876,1033712,109559,26294,87577,236487,13277,5058,180008,295849,178442,214239,17199,37134
19-Dec-21,20-Dec-21,1308255,1360388,52133,680557,106547,25850,110297,503163,14239,4722,165938,282183,113832,135782,8701,35671
20-Dec-21,21-Dec-21,1486787,1506378,19591,1263813,109544,26597,15157,150483,57334,4913,179111,358899,253994,263065,32157,42501
21-Dec-21,22-Dec-21,1487331,1516587,29257,1375770,110091,33530,11763,48626,51172,5213,189227,364893,295808,305774,34097,42848
22-Dec-21,23-Dec-21,1500262,1532579,32317,1282962,109176,29000,37212,124987,55101,5150,189102,354038,287546,282481,31429,40078
23-Dec-21,24-Dec-21,1452725,1483149,30424,1020527,109897,25238,66580,346488,19131,5090,185415,358880,238715,168923,26483,38174
24-Dec-21,25-Dec-21,1252716,1298444,45728,725947,108390,24925,54792,463985,7993,4201,169462,317563,125425,109098,14696,35067
25-Dec-21,26-Dec-21,1159433,1179961,20529,934263,108315,26036,31658,172657,20856,4204,180738,313908,151735,115294,27845,35271
26-Dec-21,27-Dec-21,1189717,1224364,34647,823457,107433,28160,91945,250326,23989,4045,176975,333967,141239,119118,18253,35183
27-Dec-21,28-Dec-21,1344781,1381411,36630,904542,107849,29249,98697,319053,22490,4332,179072,340084,132319,125406,32563,36154
28-Dec-21,29-Dec-21,1344462,1387058,42596,789171,105974,29790,80776,459834,14682,4181,175564,316803,116136,103851,24734,34786
29-Dec-21,30-Dec-21,1263555,1294876,31321,900904,107131,33203,43982,303821,14848,4548,181019,346161,158584,113613,34548,36337
30-Dec-21,31-Dec-21,1295043,1335561,40518,472912,105747,38401,139835,668295,14001,3843,164627,136013,81690,90210,27986,34974
31-Dec-21,1-Jan-22,1210026,1257819,47794,355442,105497,37149,142689,668159,43736,3736,149248,90148,53210,75668,25121,34401
1-Jan-22,2-Jan-22,1074013,1106805,32792,511670,105823,35083,132019,397574,32750,3713,80218,117542,65931,84464,29103,34745
2-Jan-22,3-Jan-22,1177689,1226491,48803,364461,105579,34439,148225,641030,23972,3686,79985,84983,53680,82777,16450,34803
3-Jan-22,4-Jan-22,1441202,1474872,33670,524268,106155,34358,137051,758356,21528,3756,88018,200795,81525,115794,25507,33330
4-Jan-22,5-Jan-22,1479554,1507221,27667,992484,107600,35320,115424,361739,9907,4838,97591,313122,219828,190739,36534,35042
5-Jan-22,6-Jan-22,1559726,1607786,48060,672311,105205,34742,137739,724135,25540,4366,98165,292973,159714,127210,15567,33088
6-Jan-22,7-Jan-22,1469495,1498888,29393,1036006,106969,34562,91901,292298,49291,4989,97224,292546,245765,198417,35758,35526
7-Jan-22,8-Jan-22,1540515,1579229,38714,866940,107793,34192,138936,517637,17002,4999,98041,325942,229823,159324,29541,35284
8-Jan-22,9-Jan-22,1386224,1414036,27812,777729,106504,32596,126319,460185,21991,5113,97909,298687,218410,136263,17745,34901
9-Jan-22,10-Jan-22,1312889,1356930,44041,733685,106055,34134,106707,453037,19461,4771,70532,274390,186145,140321,17105,34123
10-Jan-22,11-Jan-22,1537102,1560470,23368,1430526,106950,36664,23280,57547,25750,4942,65673,350498,278851,305091,38835,33503
11-Jan-22,12-Jan-22,1579363,1617112,37749,1367333,106474,36394,78364,97078,36589,5027,97104,359937,272678,316990,27824,26781
12-Jan-22,13-Jan-22,1590139,1620863,30724,1357112,107634,35952,56031,141002,35994,5112,95503,358711,273213,320460,36399,26861
13-Jan-22,14-Jan-22,1638476,1672976,34500,1055691,107498,34246,125400,421372,36014,4999,98449,332230,249939,258500,27801,27248
14-Jan-22,15-Jan-22,1603894,1638045,34152,1098845,108799,32098,89427,369749,45873,5051,97686,329175,263225,276000,24674,31968
15-Jan-22,16-Jan-22,1354721,1368643,13922,1230712,109976,31964,26106,69007,28896,5170,95820,319361,290032,275834,21272,36789
16-Jan-22,17-Jan-22,1343924,1371016,27093,799218,107635,32741,113651,407896,23158,5080,98382,274722,217044,153556,13550,34277
17-Jan-22,18-Jan-22,1622114,1664184,42070,838985,107332,30856,112474,650353,20303,4829,96954,273413,225502,188864,22442,33739
18-Jan-22,19-Jan-22,1577779,1599970,22192,1317916,109572,32930,66479,164123,29262,5099,94413,345102,319936,306490,36846,35879
19-Jan-22,20-Jan-22,1646986,1683078,36092,957171,107930,30406,150661,492287,46868,4966,97979,313273,259434,223625,18281,33378
20-Jan-22,21-Jan-22,1671384,1710694,39311,783044,106565,29734,140600,710105,37635,4805,98125,270619,198595,178906,27257,32960
21-Jan-22,22-Jan-22,1645225,1680346,35121,963959,108459,29141,147225,491322,42721,4856,98265,298827,236046,232544,30621,38508
22-Jan-22,23-Jan-22,1379612,1414746,35134,985011,108725,28689,71286,303262,20053,4796,96709,312450,199895,255873,22840,35281
23-Jan-22,24-Jan-22,1268847,1300255,31408,1088926,107224,27461,36023,120196,23702,4843,95303,332321,261739,257939,15539,35498
24-Jan-22,25-Jan-22,1546946,1569728,22781,1376428,109180,34242,54921,79795,35803,4826,97453,333001,293639,319303,36713,36628
25-Jan-22,26-Jan-22,1596700,1626133,29433,1433218,109829,41729,42455,95171,25857,4958,98623,332419,299194,346803,37581,37668
26-Jan-22,27-Jan-22,1641430,1668058,26629,1148773,109005,37744,125569,347011,20077,4978,98524,307533,286225,300870,29012,33818
27-Jan-22,28-Jan-22,1659757,1695862,36105,759918,105320,31893,119476,748250,32113,4708,98169,244575,219713,175230,22073,30023
28-Jan-22,29-Jan-22,1614712,1651134,36422,879845,109253,24573,110075,573440,51353,4565,97882,264152,196128,208920,32427,35149
29-Jan-22,30-Jan-22,1416972,1454556,37585,419189,106475,22725,109774,869509,18500,3876,95745,150831,104711,150977,16323,30914
30-Jan-22,31-Jan-22,1289423,1339110,49687,407192,106463,22367,111034,717692,53506,3957,88167,166967,106921,138449,19339,31412
31-Jan-22,1-Feb-22,1620270,1643544,23274,1083394,109192,25392,89600,425873,21403,4679,98085,296893,192128,225891,38133,34058
1-Feb-22,2-Feb-22,1665435,1702430,36995,772685,106886,25056,111277,763782,17692,4398,97340,253353,163629,186235,19033,33365
2-Feb-22,3-Feb-22,1611491,1658949,47458,763989,107804,25971,92009,706463,49031,4164,96932,248275,171466,196555,22381,35498
3-Feb-22,4-Feb-22,1592823,1610799,17975,1099719,109208,26513,108660,356310,28135,4865,96501,302781,238630,264535,26747,39205
4-Feb-22,5-Feb-22,1577871,1603538,25668,759165,108400,24536,120205,665470,33030,4633,97774,257526,145399,180042,18180,37414
5-Feb-22,6-Feb-22,1397807,1432594,34787,375658,108217,23988,121936,821078,79136,3891,96356,125423,93594,122530,20202,30801
6-Feb-22,7-Feb-22,1347531,1393221,45691,322207,107559,23731,100601,899909,24813,3623,87914,106930,76895,102312,26602,29940
7-Feb-22,8-Feb-22,1589655,1628659,39004,638941,107790,26932,108265,783534,58916,4342,96857,189786,142553,156650,28026,36214
8-Feb-22,9-Feb-22,1624508,1661322,36815,741696,108253,25298,122259,725475,35078,4502,97717,253595,191061,164524,17688,33522
9-Feb-22,10-Feb-22,1587766,1621970,34204,892308,109345,26856,110343,518291,66825,4689,97578,279576,221478,190997,24457,37576
10-Feb-22,11-Feb-22,1568336,1585128,16792,1089325,110955,27847,101255,311575,66181,4931,97688,280294,273858,252151,21423,36004
11-Feb-22,12-Feb-22,1582740,1615354,32615,1028981,110709,27460,86995,405293,61470,5085,97507,315869,232412,209976,25358,36023
12-Feb-22,13-Feb-22,1376161,1403555,27394,785799,110136,25901,123683,322164,144516,4846,97622,285580,194980,164046,18080,34624
13-Feb-22,14-Feb-22,1298463,1344380,45917,420609,107412,24487,123906,607468,146480,4109,96684,166113,112273,126723,16563,32795
14-Feb-22,15-Feb-22,1569445,1607768,38322,666489,108973,24320,130354,680910,91693,4467,96993,212481,183078,166302,26927,37701
15-Feb-22,16-Feb-22,1599276,1630063,30787,876592,110283,28145,114706,549576,58402,4932,97766,266400,238381,186391,29720,37447
16-Feb-22,17-Feb-22,1608406,1640709,32303,561562,107521,25297,110187,905565,31092,4209,97350,187259,161967,151424,24802,34232
17-Feb-22,18-Feb-22,1590316,1629801,39485,470082,105037,26906,94849,947389,77997,4077,95736,116074,132984,131497,23881,32842
18-Feb-22,19-Feb-22,1538527,1562177,23650,649403,107232,31369,99334,755067,34723,4635,97064,173332,140497,152505,34536,30761
19-Feb-22,20-Feb-22,1362436,1419908,57472,345969,105223,30046,107300,797057,112111,4071,91546,108644,93316,121815,28053,31990
20-Feb-22,21-Feb-22,1287546,1324621,37075,311985,106596,27807,102352,829935,43275,3981,96258,118270,79037,99842,13711,32298
21-Feb-22,22-Feb-22,1576538,1611621,35083,476443,106363,29052,117293,914215,68587,4391,94662,150446,122848,124379,33478,37314
22-Feb-22,23-Feb-22,1593619,1631943,38324,656781,107901,27944,114024,750538,72276,4562,97862,244964,166567,152517,28108,37239
23-Feb-22,24-Feb-22,1555582,1598015,42433,727191,108559,29597,121502,550933,155956,4675,95635,258827,198046,176083,38115,33633
24-Feb-22,25-Feb-22,1597385,1632051,34666,705694,108740,27373,107633,693462,90597,4611,97789,281748,182473,153711,20601,35055
25-Feb-22,26-Feb-22,1581934,1629287,47353,644028,108578,26079,125079,717801,95026,4476,96461,276444,173567,136717,21984,37036
26-Feb-22,27-Feb-22,1303740,1326156,22417,993394,111066,25061,24256,171627,114463,4869,96310,333074,254171,160497,30912,35918
27-Feb-22,28-Feb-22,1242169,1295499,53330,706659,108536,23873,83977,274295,177238,4183,93604,319805,186257,107192,15448,34233
28-Feb-22,1-Mar-22,1490396,1526432,36036,952285,109166,24816,100741,253448,183922,4496,95963,333021,244413,171872,32014,38454
1-Mar-22,2-Mar-22,1541387,1571208,29821,1148771,109883,28419,29262,184323,179033,4792,96694,333439,257957,242434,28608,37980
2-Mar-22,3-Mar-22,1522604,1548422,25818,1312808,110461,30636,21613,48408,139775,4972,97029,344714,271997,271935,27449,39020
3-Mar-22,4-Mar-22,1519517,1541132,21614,1190076,110225,33790,42055,103227,184159,4978,97284,314964,284243,239652,28102,39514
4-Mar-22,5-Mar-22,1512866,1538966,26100,1167257,111057,29612,57105,131796,156709,4979,98485,316804,279054,230661,21791,38478
5-Mar-22,6-Mar-22,1321142,1350087,28945,982670,110985,24000,41361,133145,163967,5018,98555,310003,272253,171254,20808,38871
6-Mar-22,7-Mar-22,1239510,1278959,39449,995466,110056,25377,22492,103984,117569,5070,97915,322110,268157,153850,13522,39051
7-Mar-22,8-Mar-22,1495493,1520860,25367,1162554,111834,26431,5382,139468,188090,5017,97655,314297,272253,240847,34512,38092
8-Mar-22,9-Mar-22,1513157,1550043,36886,1047305,110750,25590,48239,197061,220553,4890,98353,294791,270154,204052,26561,38963
9-Mar-22,10-Mar-22,1495360,1528786,33426,1085571,110901,24813,52719,137701,219368,4801,97543,305974,281763,187301,33542,39022
10-Mar-22,11-Mar-22,1503501,1533340,29839,843097,109416,22842,70240,370976,219188,4446,94999,291977,252189,152596,28091,36511
11-Mar-22,12-Mar-22,1517968,1576694,58726,541352,106230,22861,97753,657442,221421,3909,93127,244376,157844,109979,26270,36665
12-Mar-22,13-Mar-22,1299692,1337917,38225,574554,108859,22435,100835,419035,205268,4211,96035,244672,142027,103886,31909,35860
13-Mar-22,14-Mar-22,1206996,1257688,50692,535885,107804,22086,92727,361260,217124,4014,95666,258722,118135,97632,11899,35502
14-Mar-22,15-Mar-22,1470852,1490113,19262,1058810,110229,22530,43283,237526,131233,4672,95773,323364,244300,229454,25026,39129
15-Mar-22,16-Mar-22,1488483,1504002,15519,1332190,111206,27180,11561,76812,67920,4597,97567,327669,270847,284582,37281,37244
16-Mar-22,17-Mar-22,1489537,1516145,26609,1041320,110143,28940,59371,242582,146264,4789,97608,324051,255030,210672,17593,36602
17-Mar-22,18-Mar-22,1518071,1553759,35687,1013879,110451,29586,95923,349010,59259,4635,96275,306338,222359,215106,28466,36607
18-Mar-22,19-Mar-22,1459354,1482963,23610,1008725,111048,25779,28387,238809,183433,4546,96297,286506,234556,197620,22359,39455
19-Mar-22,20-Mar-22,1295537,1340029,44491,528589,108923,25506,62375,495331,209243,4044,94040,234869,118271,107287,27293,32514
20-Mar-22,21-Mar-22,1223566,1279462,55896,358784,107769,23306,94032,564500,206250,3932,92421,174421,96507,106500,13046,32899
21-Mar-22,22-Mar-22,1442809,1474302,31493,944832,110208,27303,40749,235370,221859,4564,95278,295978,231653,188872,34219,35679
22-Mar-22,23-Mar-22,1442532,1475408,32876,1108260,110312,28033,7201,88967,238104,4387,96602,309720,262428,230624,25104,35992
23-Mar-22,24-Mar-22,1432650,1461076,28426,1138041,110657,28994,2749,53366,238495,4171,96234,314016,286202,237298,21845,36304
24-Mar-22,25-Mar-22,1425095,1447497,22401,1144047,109071,28814,3409,41563,236077,4392,96343,302320,289604,243068,26985,36233
25-Mar-22,26-Mar-22,1407214,1436553,29339,1057558,109404,29761,17882,97225,234549,4304,95900,291343,276163,190117,21776,37134
26-Mar-22,27-Mar-22,1231079,1272933,41854,742673,108574,27621,46697,222635,219075,4070,95122,305490,171739,131102,20633,33232
27-Mar-22,28-Mar-22,1086136,1125313,39177,767988,103447,25475,22564,67699,227886,4018,89518,311959,154567,132788,15356,31404
28-Mar-22,29-Mar-22,1413778,1452360,38582,1019854,108559,26990,40913,135737,217274,4166,95746,323379,240750,198320,21011,34632
29-Mar-22,30-Mar-22,1444436,1467934,23499,1120658,107893,28332,25290,142593,155895,4186,93989,327791,249917,239437,28849,39859
30-Mar-22,31-Mar-22,1451915,1464175,12260,1251460,108484,32080,25972,79092,95392,4481,94227,351429,259560,272783,28257,35518
31-Mar-22,1-Apr-22,1511027,1543323,32296,938098,107958,31473,93174,411168,68587,4740,95640,314651,231267,192983,22345,38542
1-Apr-22,2-Apr-22,1571914,1611982,40068,826082,108052,28395,101980,584919,58933,4431,96350,306704,159070,154430,24025,39574
2-Apr-22,3-Apr-22,1341881,1379463,37582,801107,108019,28281,58216,397323,85235,4216,94910,290109,174754,145595,27914,34438
3-Apr-22,4-Apr-22,1216365,1248450,32084,785159,107602,27848,70294,219903,141010,3925,94640,259073,201689,125397,33248,36278
4-Apr-22,5-Apr-22,1531331,1588552,57221,482592,106446,24909,101503,806665,140571,3585,94917,213706,119388,121299,13095,33289
5-Apr-22,6-Apr-22,1537118,1554950,17832,853719,108907,28050,59410,547462,76528,3918,97746,295917,185876,136513,44499,38301
6-Apr-22,7-Apr-22,1519853,1560510,40657,556979,107701,29505,110964,733931,117980,3742,96594,272791,125761,103513,23982,27304
7-Apr-22,8-Apr-22,1542987,1584466,41479,404331,106040,29497,104350,922246,112062,3492,95943,182477,95427,123355,17146,28680
8-Apr-22,9-Apr-22,1493749,1522915,29166,724746,107731,37536,96270,564518,108216,3881,95555,254977,134508,147660,40666,29410
9-Apr-22,10-Apr-22,1309264,1356816,47553,460754,104495,36021,116728,558434,173349,3472,97004,200644,92467,110947,23667,27069
10-Apr-22,11-Apr-22,1211678,1265147,53469,509859,104646,33343,103904,409608,188307,3632,95913,184350,99852,108188,13910,32707
11-Apr-22,12-Apr-22,1406944,1434904,27960,969525,106839,32407,28398,134524,274497,4060,96349,330793,185135,160935,37577,35344
12-Apr-22,13-Apr-22,1419594,1465322,45728,722761,105483,32341,104977,334504,257352,3833,96346,304774,152594,134232,30974,34451
13-Apr-22,14-Apr-22,1390728,1421187,30459,944182,105752,34775,56231,160478,229837,3921,94299,286113,181890,177571,35687,38056
14-Apr-22,15-Apr-22,1356562,1388792,32230,982615,106121,32291,52743,130949,190256,3942,95512,300598,174877,168300,23386,35662
15-Apr-22,16-Apr-22,1124863,1141416,16554,763253,106360,35169,31605,173454,156550,4197,95406,284629,123305,113222,15880,35505
16-Apr-22,17-Apr-22,1126544,1174152,47608,608651,106407,32296,44274,214343,259277,4023,94984,265659,87485,93006,24884,34271
17-Apr-22,18-Apr-22,1035638,1084201,48563,545607,105620,29306,41348,153273,295410,3596,94854,246402,62840,84159,23524,33314
18-Apr-22,19-Apr-22,1042538,1088606,46068,583625,105747,27806,54644,105752,298517,3799,94908,259764,73739,90193,19592,33659
19-Apr-22,20-Apr-22,1327104,1352320,25216,827888,106038,29133,39959,192118,267139,4100,95164,298857,121901,146565,26333,35809
20-Apr-22,21-Apr-22,1384774,1406206,21432,898898,107201,32595,32488,191884,261505,4201,95724,296159,130285,129234,31565,34258
21-Apr-22,22-Apr-22,1405646,1426912,21266,951832,105929,35219,47453,210959,195403,4257,95137,308780,139696,124334,22510,34467
22-Apr-22,23-Apr-22,1396796,1435073,38276,673479,106176,32003,116195,390604,216518,4215,95371,296812,92417,105630,30219,34276
23-Apr-22,24-Apr-22,1209592,1255532,45940,439750,104758,29238,111645,436862,221336,3758,94028,259585,46584,76886,23996,33083
24-Apr-22,25-Apr-22,1156003,1204288,48285,487931,104377,27334,104092,408842,155139,3673,95622,244405,67450,73861,12071,32383
25-Apr-22,26-Apr-22,1378296,1394156,15861,1046854,105722,33139,53296,113028,165119,3911,95781,323889,174275,180826,20035,32929
26-Apr-22,27-Apr-22,1409882,1426858,16976,1144742,105702,35452,15025,83166,166949,3715,95674,318924,195235,225040,17292,31073
27-Apr-22,28-Apr-22,1386376,1401932,15556,1082435,105014,34212,3759,68623,231559,3664,95689,319195,200537,209290,14881,31123
28-Apr-22,29-Apr-22,1378340,1397229,18890,979203,104694,34884,24648,83447,291042,3578,95424,321170,193324,154468,22258,30745
29-Apr-22,30-Apr-22,1352433,1364292,11859,1000037,104935,33599,22962,81346,248087,3559,95027,320104,196260,162799,18979,30535
30-Apr-22,1-May-22,1167085,1188072,20988,867197,104627,29995,8148,106539,185201,3501,94779,312780,138522,104116,11884,30023
1-May-22,2-May-22,1051149,1085656,34507,809638,103806,29847,567,51507,189437,3429,94879,310929,122731,64981,10914,29602
2-May-22,3-May-22,1330493,1348311,17817,996028,104834,30268,8277,64204,261985,3386,94234,305053,180982,96675,14687,24235
3-May-22,4-May-22,1380141,1391568,11427,1003445,103766,32510,31527,88909,256260,3345,93467,320447,198784,116496,14758,24476
4-May-22,5-May-22,1372444,1380967,8523,1099761,104049,36898,2207,42083,228393,2901,93205,320390,200943,127724,22660,29225
5-May-22,6-May-22,1383523,1400078,16554,1112696,104612,36572,6309,45421,219098,2999,93280,320891,194773,121329,17999,30038
6-May-22,7-May-22,1357492,1367242,9750,1079144,104036,41214,16184,42857,219308,3035,85693,318561,172174,114410,16665,30348
7-May-22,8-May-22,1172522,1189765,17243,839042,102020,39971,30660,79714,223106,3091,63044,284667,113818,63024,16336,29760
8-May-22,9-May-22,1070459,1104888,34429,670866,101082,37183,26216,121213,252163,2863,62592,273598,74687,57464,11907,29619
9-May-22,10-May-22,1350181,1362746,12565,942268,101932,38892,11922,93337,302654,2769,61870,293851,150084,106282,26239,33075
10-May-22,11-May-22,1425098,1452699,27601,838135,100833,41816,88410,246200,252354,2586,62995,303764,120623,88253,24369,29982
11-May-22,12-May-22,1410687,1452993,42306,704355,100608,39647,80719,349985,275629,2552,62427,273624,70420,86394,23489,24142
12-May-22,13-May-22,1402651,1446194,43543,702131,100594,38264,66611,368766,265143,2747,60814,262799,70452,83489,40639,29012
13-May-22,14-May-22,1390079,1430821,40742,752037,101995,42474,88120,327398,222524,2724,62572,246259,75408,74012,33132,32474
14-May-22,15-May-22,1169551,1219483,49932,595083,102464,41100,49717,228681,296070,2816,60636,230041,67675,57273,29819,30357
15-May-22,16-May-22,1065616,1118004,52388,636422,101684,40147,19646,86370,323178,2715,62466,240264,55047,46890,12353,32211
16-May-22,17-May-22,1373222,1394330,21108,855685,101601,46355,67172,233165,217200,2680,62156,288542,92982,82237,25691,32622
17-May-22,18-May-22,1400260,1416510,16250,1048238,101582,49345,23551,94824,233648,2765,62087,310977,137809,110659,29939,32822
18-May-22,19-May-22,1410267,1447949,37681,902307,101025,47552,39663,168538,299760,2658,61842,297906,119297,92495,24431,31771
19-May-22,20-May-22,1407792,1432949,25158,904126,100890,50261,28808,206170,268688,2614,60470,251884,116412,88175,28477,32188
20-May-22,21-May-22,1384141,1402624,18483,895149,101095,51146,23340,216120,249532,2645,61050,245488,128389,78485,23237,26578
21-May-22,22-May-22,1198887,1265533,66646,390278,99728,46516,74977,490239,243393,2843,61391,178587,46873,45928,24666,26144
22-May-22,23-May-22,1046864,1092737,45873,679946,101254,48842,15389,58511,293019,2846,61021,265879,73649,58102,20181,25936
23-May-22,24-May-22,1358950,1371998,13049,693939,100628,49697,84743,352767,227502,2700,61407,261162,87848,83433,32952,25809
24-May-22,25-May-22,1387330,1433940,46610,798295,100325,52563,74879,340866,173290,2880,61518,266231,91840,72538,32625,26665
25-May-22,26-May-22,1332006,1369790,37784,762639,102398,49126,79313,241383,248672,2877,69495,268296,70470,71296,31349,27741
26-May-22,27-May-22,1128640,1188993,60353,336174,100649,45593,111782,472019,208666,2949,80202,153783,36750,48238,26305,27232
27-May-22,28-May-22,1240401,1299609,59208,334084,100611,43049,106145,580425,219747,2927,80319,134534,59419,52743,38084,31565
28-May-22,29-May-22,1151170,1212001,60832,317178,100304,41459,105706,487598,240688,3055,78922,148607,50004,49082,18432,33966
29-May-22,30-May-22,1059343,1088539,29196,593201,101900,42319,109979,154239,201925,3149,81223,273165,43141,52578,13332,33498
30-May-22,31-May-22,1322483,1336189,13707,1033339,103323,47771,4166,47381,237598,3039,88520,295835,106409,97021,34057,34130
31-May-22,1-Jun-22,1346494,1364847,18353,1036470,102390,45572,3583,54270,252172,2929,92149,323450,118464,220468,31367,33414
1-Jun-22,2-Jun-22,1325389,1351053,25664,938310,102755,47244,9343,126949,250787,2874,90357,351358,114596,98321,27872,34004
2-Jun-22,3-Jun-22,1339249,1368995,29746,847913,102853,46686,65101,133036,293200,2896,91141,337648,86445,82992,25919,31284
3-Jun-22,4-Jun-22,1315089,1343786,28697,891982,102777,43278,16754,116469,289885,2930,89954,312927,84824,98588,27869,31740
4-Jun-22,5-Jun-22,1101201,1132713,31512,699887,101761,46683,21098,116085,264131,2803,73426,289264,61858,62577,26798,31133
5-Jun-22,6-Jun-22,1009906,1043203,33297,495250,99957,42540,56596,253440,204620,2809,64630,282882,60428,54713,17791,31214
6-Jun-22,7-Jun-22,1052949,1120349,67400,357578,99396,41102,113927,344423,237020,2808,55680,228561,56101,50404,13114,26086
7-Jun-22,8-Jun-22,1305421,1328026,22605,749842,100925,46623,99973,256273,199333,2888,65116,325971,96926,84522,21635,28482
8-Jun-22,9-Jun-22,1330687,1339783,9096,984732,102164,53429,15228,101597,229131,2880,64914,325945,96889,96957,30856,29075
9-Jun-22,10-Jun-22,1344320,1359838,15519,943177,101210,51095,28575,178181,194387,2966,65228,327865,98467,83633,17004,28881
10-Jun-22,11-Jun-22,1310122,1343229,33107,859971,101185,49254,60613,107182,282357,2932,65164,331728,100575,70969,25877,28622
11-Jun-22,12-Jun-22,1133254,1179681,46427,666922,98868,48904,62902,115203,288228,2809,60978,278876,63952,54462,31914,28288
12-Jun-22,13-Jun-22,1054088,1108906,54817,559318,98497,45603,52472,127496,314802,2767,57628,236313,92665,50941,19873,29282
13-Jun-22,14-Jun-22,1320081,1362391,42310,725882,99952,45640,66689,258339,269171,2741,61922,294304,104935,60720,28120,28777
14-Jun-22,15-Jun-22,1327472,1351138,23666,881550,100277,48788,34811,99145,311966,2738,64936,295868,138337,87267,32713,29489
15-Jun-22,16-Jun-22,1306621,1326495,19874,902807,98682,48541,3345,66201,334269,2647,63862,298916,157826,76907,30308,28801
16-Jun-22,17-Jun-22,1164986,1208024,43039,714966,98490,50225,8002,134561,307457,2761,64774,312985,113864,59576,27719,29257
17-Jun-22,18-Jun-22,1234318,1263558,29241,784285,98562,46298,67454,71419,311161,2727,64249,296171,128962,56529,37792,28671
18-Jun-22,19-Jun-22,1143566,1194683,51117,570553,96426,41205,39168,212274,321572,2521,61180,250525,87705,45369,36452,28226
19-Jun-22,20-Jun-22,1080005,1141469,61464,535276,95320,38644,20985,243757,279987,2347,62949,246718,80260,49427,21001,28286
20-Jun-22,21-Jun-22,1312132,1331470,19339,893494,96724,48911,43681,190269,184688,2403,64350,280945,145519,80370,35260,27478
21-Jun-22,22-Jun-22,1341963,1387090,45128,887056,99060,46180,25545,115503,313859,2685,65194,312936,175732,85185,31260,29771
22-Jun-22,23-Jun-22,1331989,1356686,24697,1024588,98199,47733,5342,49466,252594,2606,64122,318697,191057,95218,34083,30296
23-Jun-22,24-Jun-22,1333090,1373307,40218,878926,97181,47342,29393,104067,320704,2608,62849,309735,184686,99681,27651,27851
24-Jun-22,25-Jun-22,1344445,1378459,34014,833298,98188,48313,59485,244091,207571,2661,64360,282036,164804,67342,31450,28020
25-Jun-22,26-Jun-22,1125250,1172411,47161,765499,97586,45555,18146,69971,271634,2753,90966,294565,142998,45363,30546,27242
26-Jun-22,27-Jun-22,1044877,1097661,52784,676883,96642,40686,17400,76783,273811,2671,92166,282536,104018,51502,13834,26473
27-Jun-22,28-Jun-22,1318756,1343249,24493,945769,97378,44739,15494,140199,217295,2638,94353,313827,169434,90283,33093,26776
28-Jun-22,29-Jun-22,1320118,1361756,41638,948734,97169,45499,13955,81573,275856,2773,95487,325026,170127,88437,31065,26206
29-Jun-22,30-Jun-22,1334113,1371224,37111,935409,97012,47400,44294,147808,206601,2829,95101,329249,166267,92327,28668,27432
30-Jun-22,1-Jul-22,1354991,1386250,31258,906983,96709,45498,48410,118689,280909,2812,94785,322303,176736,212977,31707,27023
1-Jul-22,2-Jul-22,1320585,1353038,32453,903173,96770,51251,67745,215025,134642,2908,95961,326880,183432,162711,27780,26333
2-Jul-22,3-Jul-22,1123258,1180224,56966,622267,96958,41989,61201,105330,334461,2964,92389,254735,125942,84692,32260,25326
